FID,vid,id,source,project,pcode,name,visit_date,visit,novisit_reason,geom,longitude,latitude,location_origin,prefecture,sousprefecture,commune,village,chantiers_numb,workers_numb,workers_women,workers_women_work_type,childunder15,childunder15_work_type,minerals,minerals_diamant,minerals_or,minerals_autre,production_destination,services1_name,services1_frequency,services2_name,services2_frequency,services3_name,services3_frequency,actor_type,actor1name,actor1name_frequency,actor1name_tax,actor1name_pillage,actor1name_forcedlabour,actor1name_buyminerals,actor1name_digging,actor1name_monopoly,actor2name,actor2name_frequency,actor2name_tax,actor2name_pillage,actor2name_forcedlabour,actor2name_buyminerals,actor2name_digging,actor2name_monopoly,actor3name,actor3name_frequency,actor3name_tax,actor3name_pillage,actor3name_forcedlabour,actor3name_buyminerals,actor3name_digging,actor3name_monopoly,roadblocks,roadblocks_actor,environment_water_change,environment_deforestation,conflict_category,conflict_type,accident_injured,accident_dead
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d40,453,27,IPIS,IPIS - Covid19 2020,cafmine00289,Yémba,2020/7/21,0,Appel telephonique - Covid19,POINT (15.6884833333 5.0498666667),15.68848333,5.04986667,GPS,Nana-Mambéré,Abba,Nadziboro,Garka-Boutou,,200,30,,20,,Diamant,1,0,0,,,,,,,,autodefense,Anti-balaka,permanent,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d41,454,89,IPIS,IPIS - Covid19 2020,cafmine00253,Koro,2020/7/22,0,Appel telephonique - Covid19,POINT (17.2520316667 6.1455116667),17.25203167,6.14551167,GPS,Ouham,Bossangoa,Koro-M'poko,Willy,,25,7,,2,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d42,455,166,IPIS,IPIS - Covid19 2020,cafmine00262,Kolongo,2020/7/22,0,Appel telephonique - Covid19,POINT (15.492425 5.0594833333),15.492425,5.05948333,GPS,Nana-Mambéré,Abba,Nadziboro,Bouli,,40,5,,10,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d43,456,10,IPIS,IPIS - Covid19 2020,cafmine00083,Miskine,2020/7/23,0,Appel telephonique - Covid19,POINT (15.943124 6.800269),15.943124,6.800269,Approximation,Ouham-Pendé,Bocaranga,Péndé,Ngoutere,,300,100,,50,,Or,0,1,0,,,,,,,,groupe_arme,3R,permanent,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d44,457,36,IPIS,IPIS - Covid19 2020,cafmine00204,Willy,2020/7/23,0,Appel telephonique - Covid19,POINT (17.2393833333 6.12278),17.23938333,6.12278,GPS,Ouham,Bossangoa,Koro-M'poko,Willy,,150,60,,20,,Or,0,1,0,,,,,,,,autodefense,Auto-défense,permanent,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d45,458,24,IPIS,IPIS - Covid19 2020,cafmine00267,Sanda,2020/7/23,0,Appel telephonique - Covid19,POINT (15.3888233333 5.158435),15.38882333,5.158435,GPS,Nana-Mambéré,Abba,Nadziboro,Sanda1,,50,20,,10,,"Diamant, Or",1,1,0,,,,,,,,autodefense,Anti-balaka,permanent,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d46,459,22,IPIS,IPIS - Covid19 2020,cafmine00269,Gom,2020/7/23,0,Appel telephonique - Covid19,POINT (15.3097483333 5.1709783333),15.30974833,5.17097833,GPS,Nana-Mambéré,Abba,Nadziboro,Nadziboro,,200,80,,30,,Or,0,1,0,,,,,,,,autodefense,Anti-balaka,permanent,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d47,460,61,IPIS,IPIS - Covid19 2020,cafmine00288,Mambéré Abo,2020/7/23,0,Appel telephonique - Covid19,POINT (15.4020216667 5.14842),15.40202167,5.14842,GPS,Nana-Mambéré,Abba,Nadziboro,Abo,,150,50,,20,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d48,461,141,IPIS,IPIS - Covid19 2020,cafmine00021,Mondakalaka.,2020/7/24,0,Appel telephonique - Covid19,POINT (17.840075 3.7883216667),17.840075,3.78832167,GPS,Lobaye,Mbaïki,Moboma,Mondakalaka,,50,0,,5,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d49,462,50,IPIS,IPIS - Covid19 2020,cafmine00053,Lyn,2020/7/24,0,Appel telephonique - Covid19,POINT (17.5799266667 5.3748083333),17.57992667,5.37480833,GPS,Ombella-M'Poko,Bossembélé,Bossembélé,Bokoin Ferme,,50,5,,20,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d4a,463,45,IPIS,IPIS - Covid19 2020,cafmine00235,Yoho Nana,2020/7/24,0,Appel telephonique - Covid19,POINT (17.1678 6.1235016667),17.1678,6.12350167,GPS,Ouham,Bossangoa,Koro-M'poko,Ndo Kete,,150,45,,13,,Or,0,1,0,,,,,,,,autodefense,Auto-défense,permanent,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d4b,464,75,IPIS,IPIS - Covid19 2020,cafmine00134,Bania Centre,2020/7/25,0,Appel telephonique - Covid19,POINT (16.1353783333 4.0160033333),16.13537833,4.01600333,GPS,Mambéré-Kadéï,Berbérati,Basse-Mambéré,Bania,,400,100,,70,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d4c,465,175,IPIS,IPIS - Covid19 2020,cafmine00156,Mboumbou,2020/7/25,0,Appel telephonique - Covid19,POINT (15.49948 4.0544983333),15.49948,4.05449833,GPS,Mambéré-Kadéï,Sosso-Nakombo,Basse-Kadéi,Beinademon,,200,10,,0,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d4d,466,84,IPIS,IPIS - Covid19 2020,cafmine00135,Bania Centre,2020/7/26,0,Appel telephonique - Covid19,POINT (16.1138766667 4.0049883333),16.11387667,4.00498833,GPS,Mambéré-Kadéï,Berbérati,Basse-Mambéré,Bania Centre,,500,150,,50,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d4e,467,155,IPIS,IPIS - Covid19 2020,cafmine00168,Chantier Ngoere,2020/7/26,0,Appel telephonique - Covid19,POINT (15.9508133333 4.6540533333),15.95081333,4.65405333,GPS,Mambéré-Kadéï,Berbérati,Haute-Batouri,Dg,,40,10,,0,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d4f,468,177,IPIS,IPIS - Covid19 2020,cafmine00169,Kelembou,2020/7/26,0,Appel telephonique - Covid19,POINT (15.911815 4.6108916667),15.911815,4.61089167,GPS,Mambéré-Kadéï,Berbérati,Haute-Batouri,Kelembou,,30,0,,0,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d50,469,1,IPIS,IPIS - Covid19 2020,cafmine00216,Zeze,2020/7/26,0,Appel telephonique - Covid19,POINT (14.94929 5.1278383333),14.94929,5.12783833,GPS,Nana-Mambéré,Abba,Abba,Kamama,,25,10,,3,,Or,0,1,0,,,,,,,,groupe_arme,3R,deux_semaines,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d51,470,23,IPIS,IPIS - Covid19 2020,cafmine00282,Medy Base (Gbanguene),2020/7/26,0,Appel telephonique - Covid19,POINT (15.1827233333 5.12509),15.18272333,5.12509,GPS,Nana-Mambéré,Abba,Abba,Abba,,500,150,,100,,"Diamant, Or",1,1,0,,,,,,,,autodefense,Anti-balaka,permanent,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d52,471,53,IPIS,IPIS - Covid19 2020,cafmine00018,Mengui 1,2020/7/27,0,Appel telephonique - Covid19,POINT (17.8067966667 3.8381383333),17.80679667,3.83813833,GPS,Lobaye,Mbaïki,Bogongo Gaza,Mengui,,50,5,,8,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d53,472,125,IPIS,IPIS - Covid19 2020,cafmine00064,Moboma,2020/7/27,0,Appel telephonique - Covid19,POINT (17.8639533333 3.67517),17.86395333,3.67517,GPS,Lobaye,Mbaïki,Moboma,Moboma,,1000,100,,0,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d54,473,148,IPIS,IPIS - Covid19 2020,cafmine00065,Lobe,2020/7/27,0,Appel telephonique - Covid19,POINT (17.8033266667 3.7367383333),17.80332667,3.73673833,GPS,Lobaye,Mbaïki,Moboma,Bongomba,,100,10,,30,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d55,474,19,IPIS,IPIS - Covid19 2020,cafmine00213,Kpande,2020/7/27,0,Appel telephonique - Covid19,POINT (14.9318983333 5.2796666667),14.93189833,5.27966667,GPS,Nana-Mambéré,Abba,Abba,Sagani,,500,200,,80,,Or,0,1,0,,,,,,,,groupe_arme,3R,deux_semaines,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d56,475,18,IPIS,IPIS - Covid19 2020,cafmine00214,Hichim,2020/7/27,0,Appel telephonique - Covid19,POINT (14.91949 5.2715616667),14.91949,5.27156167,GPS,Nana-Mambéré,Abba,Abba,Sagani,,300,100,,50,,Or,0,1,0,,,,,,,,groupe_arme,3R,deux_semaines,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d57,476,51,IPIS,IPIS - Covid19 2020,cafmine00218,Djorom Boumbeh,2020/7/27,0,Appel telephonique - Covid19,POINT (14.9581883333 5.0636166667),14.95818833,5.06361667,GPS,Nana-Mambéré,Abba,Abba,Kamama,,50,10,,10,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d58,477,123,IPIS,IPIS - Covid19 2020,cafmine00045,Zoué,2020/7/28,0,Appel telephonique - Covid19,POINT (16.9666666667 5.725035),16.96666667,5.725035,GPS,Ombella-M'Poko,Yaloké,Guézéli,Zoué,,700,200,,250,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d59,478,17,IPIS,IPIS - Covid19 2020,cafmine00082,Gaga,2020/7/28,0,Appel telephonique - Covid19,POINT (15.600587 6.777269),15.600587,6.777269,Approximation,Ouham-Pendé,Bocaranga,Bocaranga,Santoine,,200,80,,50,,Or,0,1,0,,,,,,,,groupe_arme,3R,permanent,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d5a,479,108,IPIS,IPIS - Covid19 2020,cafmine00104,Datoli,2020/7/28,0,Appel telephonique - Covid19,POINT (16.9982016667 5.4883183333),16.99820167,5.48831833,GPS,Ombella-M'Poko,Yaloké,Guézéli,Gaga,,20,4,,12,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d5b,480,3,IPIS,IPIS - Covid19 2020,cafmine00198,Mbombia,2020/7/28,0,Appel telephonique - Covid19,POINT (14.8018666667 5.6848116667),14.80186667,5.68481167,GPS,Nana-Mambéré,Baboua,Baboua,Yezo,,370,150,,70,,Or,0,1,0,,,,,,,,groupe_arme,3R,permanent,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d5c,481,58,IPIS,IPIS - Covid19 2020,cafmine00219,Gom,2020/7/28,0,Appel telephonique - Covid19,POINT (14.8631433333 5.23032),14.86314333,5.23032,GPS,Nana-Mambéré,Abba,Abba,Sagani,,28,8,,6,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d5d,482,44,IPIS,IPIS - Covid19 2020,cafmine00252,Koh Kara,2020/7/28,0,Appel telephonique - Covid19,POINT (17.0672683333 6.52146),17.06726833,6.52146,GPS,Ouham,Bossangoa,Ouham Bac,Ouham Bac,,50,15,,8,,Or,0,1,0,,,,,,,,autodefense,Auto-défense,permanent,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d5e,483,8,IPIS,IPIS - Covid19 2020,cafmine00315,Gbambassa,2020/7/28,0,Appel telephonique - Covid19,POINT (14.7586116667 5.4751116667),14.75861167,5.47511167,GPS,Nana-Mambéré,Baboua,Baboua,Bondiba,,150,32,,50,,Or,0,1,0,,,,,,,,groupe_arme,3R,aleatoire,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d5f,484,105,IPIS,IPIS - Covid19 2020,cafmine00068,Likekele,2020/7/29,0,Appel telephonique - Covid19,POINT (17.8938516667 3.7368766667),17.89385167,3.73687667,GPS,Lobaye,Mbaïki,Moboma,Moboma Village,,350,20,,30,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d60,485,80,IPIS,IPIS - Covid19 2020,cafmine00103,Rota,2020/7/29,0,Appel telephonique - Covid19,POINT (16.439273 6.437566),16.439273,6.437566,Approximation,Ouham-Pendé,Bozoum,Dan-Gbabiri,Rota,,200,50,,15,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d61,486,47,IPIS,IPIS - Covid19 2020,cafmine00231,Digoro,2020/7/29,0,Appel telephonique - Covid19,POINT (17.0555866667 6.5092666667),17.05558667,6.50926667,GPS,Ouham,Bossangoa,Ouham Bac,Gbouala,,5,0,,0,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d62,487,71,IPIS,IPIS - Covid19 2020,cafmine00240,Kpemte,2020/7/29,0,Appel telephonique - Covid19,POINT (17.067505 6.5059416667),17.067505,6.50594167,GPS,Ouham,Bossangoa,Ouham Bac,Ouham Bac,,7,2,,0,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d63,488,110,IPIS,IPIS - Covid19 2020,cafmine00265,Mambere,2020/7/29,0,Appel telephonique - Covid19,POINT (15.4034283333 5.144235),15.40342833,5.144235,GPS,Nana-Mambéré,Abba,Nadziboro,Nadziboro,,100,30,,10,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d64,489,26,IPIS,IPIS - Covid19 2020,cafmine00290,Nakeko,2020/7/29,0,Appel telephonique - Covid19,POINT (15.25718 5.1747433333),15.25718,5.17474333,GPS,Nana-Mambéré,Abba,Abba,Abba,,300,100,,50,,Or,0,1,0,,,,,,,,autodefense,Anti-balaka,permanent,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d65,490,107,IPIS,IPIS - Covid19 2020,cafmine00291,Mambéré Abba,2020/7/29,0,Appel telephonique - Covid19,POINT (15.26124 5.312445),15.26124,5.312445,GPS,Nana-Mambéré,Abba,Abba,Abba,,50,10,,5,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d66,491,95,IPIS,IPIS - Covid19 2020,cafmine00075,Tedoa,2020/7/30,0,Appel telephonique - Covid19,POINT (16.5013683333 5.4584633333),16.50136833,5.45846333,GPS,Nana-Mambéré,Baoro,Bawi Tédoa,Gbatrowe,,8,0,,3,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d67,492,69,IPIS,IPIS - Covid19 2020,cafmine00076,Tedoa,2020/7/30,0,Appel telephonique - Covid19,POINT (16.5015216667 5.4626133333),16.50152167,5.46261333,GPS,Nana-Mambéré,Baoro,Bawi Tédoa,Gbatrowe,,40,4,,15,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d68,493,128,IPIS,IPIS - Covid19 2020,cafmine00022,Gamme Senguèmon,2020/8/1,0,Appel telephonique - Covid19,POINT (16.993305 5.5278216667),16.993305,5.52782167,GPS,Ombella-M'Poko,Yaloké,Guézéli,Gaga,,800,300,,50,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d69,494,135,IPIS,IPIS - Covid19 2020,cafmine00042,Ban Camp-Bangui,2020/8/1,0,Appel telephonique - Covid19,POINT (17.0505716667 5.6819683333),17.05057167,5.68196833,GPS,Ombella-M'Poko,Yaloké,Guézéli,Camp-Bangui,,17,4,,5,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d6a,495,14,IPIS,IPIS - Covid19 2020,cafmine00078,Ndarssa,2020/8/1,0,Appel telephonique - Covid19,POINT (15.930393 6.81442),15.930393,6.81442,Approximation,Ouham-Pendé,Bocaranga,Péndé,Ngoutere,,70,20,,10,,Or,0,1,0,,,,,,,,groupe_arme,3R,aleatoire,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d6b,496,114,IPIS,IPIS - Covid19 2020,cafmine00273,Gbadakon,2020/8/1,0,Appel telephonique - Covid19,POINT (15.18898 5.497145),15.18898,5.497145,GPS,Nana-Mambéré,Abba,Abba,Ndjiba Molé,,80,30,,15,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d6c,497,28,IPIS,IPIS - Covid19 2020,cafmine00284,Mambéré Ndongué,2020/8/1,0,Appel telephonique - Covid19,POINT (15.5605083333 5.1278816667),15.56050833,5.12788167,GPS,Nana-Mambéré,Abba,Nadziboro,Ndongué,,200,30,,10,,Diamant,1,0,0,,,,,,,,autodefense,Anti-balaka,permanent,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d6d,498,101,IPIS,IPIS - Covid19 2020,cafmine00298,Gore,2020/8/1,0,Appel telephonique - Covid19,POINT (15.191565 5.11216),15.191565,5.11216,GPS,Nana-Mambéré,Abba,Abba,Abba,,100,30,,10,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d6e,499,138,IPIS,IPIS - Covid19 2020,cafmine00024,Gamme-Carrière,2020/8/2,0,Appel telephonique - Covid19,POINT (16.9530383333 5.509415),16.95303833,5.509415,GPS,Ombella-M'Poko,Yaloké,Guézéli,Carrière,,63,8,,4,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d6f,500,118,IPIS,IPIS - Covid19 2020,cafmine00025,Gamme-Yofo,2020/8/2,0,Appel telephonique - Covid19,POINT (16.978135 5.50281),16.978135,5.50281,GPS,Ombella-M'Poko,Yaloké,Guézéli,Yofo,,160,40,,20,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d70,501,130,IPIS,IPIS - Covid19 2020,cafmine00027,Gamme 5 Kilo,2020/8/2,0,Appel telephonique - Covid19,POINT (17.01591 5.53323),17.01591,5.53323,GPS,Ombella-M'Poko,Yaloké,Guézéli,5kilos,,300,80,,50,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d71,502,116,IPIS,IPIS - Covid19 2020,cafmine00034,Péya,2020/8/2,0,Appel telephonique - Covid19,POINT (16.9743766667 5.6466116667),16.97437667,5.64661167,GPS,Ombella-M'Poko,Yaloké,Guézéli,Oko-Péya,,25,5,,8,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d72,503,124,IPIS,IPIS - Covid19 2020,cafmine00036,Nandombo,2020/8/2,0,Appel telephonique - Covid19,POINT (16.9715566667 5.6185366667),16.97155667,5.61853667,GPS,Ombella-M'Poko,Yaloké,Guézéli,Dombourou,,108,18,,40,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d73,504,170,IPIS,IPIS - Covid19 2020,cafmine00137,Danou,2020/8/2,0,Appel telephonique - Covid19,POINT (16.5952633333 4.8166233333),16.59526333,4.81662333,GPS,Mambéré-Kadéï,Gadzi,Topia,Guen,,25,4,,5,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d74,505,94,IPIS,IPIS - Covid19 2020,cafmine00152,Mbaéré,2020/8/2,0,Appel telephonique - Covid19,POINT (16.5329383333 4.2983533333),16.53293833,4.29835333,GPS,Mambéré-Kadéï,Carnot,Senkpa-Mbaéré,Gbogou,,23,8,,5,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d75,506,174,IPIS,IPIS - Covid19 2020,cafmine00170,Bekombo,2020/8/2,0,Appel telephonique - Covid19,POINT (15.8545333333 4.6525266667),15.85453333,4.65252667,GPS,Mambéré-Kadéï,Berbérati,Haute-Batouri,Nadombo,,150,10,,0,,Diamant,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d76,507,77,IPIS,IPIS - Covid19 2020,cafmine00180,Mbisso,2020/8/2,0,Appel telephonique - Covid19,POINT (16.396474 6.422304),16.396474,6.422304,Approximation,Ouham-Pendé,Bozoum,Kouazo,Kokol,,150,25,,15,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d77,508,106,IPIS,IPIS - Covid19 2020,cafmine00303,Loya,2020/8/2,0,Appel telephonique - Covid19,POINT (15.1061866667 5.28527),15.10618667,5.28527,GPS,Nana-Mambéré,Abba,Abba,Abba,,150,50,,15,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d78,509,111,IPIS,IPIS - Covid19 2020,cafmine00304,Loya,2020/8/2,0,Appel telephonique - Covid19,POINT (15.1004883333 5.296935),15.10048833,5.296935,GPS,Nana-Mambéré,Abba,Abba,Abba,,100,30,,10,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d79,510,92,IPIS,IPIS - Covid19 2020,cafmine00306,Loya,2020/8/2,0,Appel telephonique - Covid19,POINT (15.0853 5.3216066667),15.0853,5.32160667,GPS,Nana-Mambéré,Abba,Abba,Abba,,50,11,,7,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d7a,511,59,IPIS,IPIS - Covid19 2020,cafmine00057,Zu-Ndjoh,2020/8/3,0,Appel telephonique - Covid19,POINT (17.3707133333 5.71794),17.37071333,5.71794,GPS,Ombella-M'Poko,Bossembélé,Bossembélé,Banda 67km De Ndjoh,,80,10,,20,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4d7b,512,120,IPIS,IPIS - Covid19 2020,cafmine00100,Mbifoura,2020/8/3,0,Appel telephonique - Covid19,POINT (16.398459 6.432789),16.398459,6.432789,Approximation,Ouham-Pendé,Bozoum,Kouazo,Betara,,150,50,,10,,Or,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
