FID,vid,id,source,project,pcode,name,visit_date,visit,novisit_reason,geom,longitude,latitude,location_origin,prefecture,sousprefecture,commune,village,chantiers_numb,workers_numb,workers_women,workers_women_work_type,childunder15,childunder15_work_type,minerals,minerals_diamant,minerals_or,minerals_autre,production_destination,services1_name,services1_frequency,services2_name,services2_frequency,services3_name,services3_frequency,actor_type,actor1name,actor1name_frequency,actor1name_tax,actor1name_pillage,actor1name_forcedlabour,actor1name_buyminerals,actor1name_digging,actor1name_monopoly,actor2name,actor2name_frequency,actor2name_tax,actor2name_pillage,actor2name_forcedlabour,actor2name_buyminerals,actor2name_digging,actor2name_monopoly,actor3name,actor3name_frequency,actor3name_tax,actor3name_pillage,actor3name_forcedlabour,actor3name_buyminerals,actor3name_digging,actor3name_monopoly,roadblocks,roadblocks_actor,environment_water_change,environment_deforestation,conflict_category,conflict_type,accident_injured,accident_dead
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c46,203,196,IPIS,IPIS - TetraTech 2019,cafmine00196,Takoyo 2,2019/6/21,1,,POINT (14.7712383333 5.7588483333),14.77123833,5.75884833,GPS,Nana-Mambéré,Baboua,Baboua,Dombayeke,2,30,12,"Creuser, Laver, Transporter, Traiter",9,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,Cameroun,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c47,204,197,IPIS,IPIS - TetraTech 2019,cafmine00197,Gbaro,2019/6/21,1,,POINT (14.7755583333 5.699895),14.77555833,5.699895,GPS,Nana-Mambéré,Baboua,Baboua,Dombayeke,2,160,60,"Creuser, Laver, Transporter, Traiter",22,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,Cameroun,,,,,,,groupe_arme,3R,aleatoire,0,1,,0,,0,,,,,,,,,,,,,,,,,0,,1,extension chauffage,Conflit avec des acteurs extérieurs au site,"Conflits avec éleveurs, Conflits avec des groupes armés non-étatiques",0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c48,205,204,IPIS,IPIS - TetraTech 2019,cafmine00204,Willy,2019/6/21,1,,POINT (17.2393833333 6.12278),17.23938333,6.12278,GPS,Ouham,Bossangoa,Koro-M'poko,Willy,1,80,2,"Creuser sous terre, Laver, Transporter",0,,Or,0,1,0,"Cameroun, RDC, Bangui",Administration des mines,aleatoire,Brigade minière (USAF),permanent,,,autodefense,Anti-balaka,,,,,,,,,,,,,,,,,,,,,,,,1,Gendarmerie,0,etayement extension chauffage,Conflit lié _ l__xploitation artisanale,"Conflits de limites, Conflits lié au vol, Conflit entre assureurs et artisans",0,1
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c49,206,205,IPIS,IPIS - TetraTech 2019,cafmine00205,Li-Hononh,2019/6/21,1,,POINT (17.240515 6.1414316667),17.240515,6.14143167,GPS,Ouham,Bossangoa,Koro-M'poko,Willy,1,6,0,,0,,Or,0,1,0,Garoua Boulaï,Administration des mines,aleatoire,Brigade minière (USAF),permanent,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Gendarmerie,1,etayement extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c4a,207,215,IPIS,IPIS - TetraTech 2019,cafmine00215,Ngue,2019/6/21,1,,POINT (14.9346733333 5.1361616667),14.93467333,5.13616167,GPS,Nana-Mambéré,Abba,Abba,Kamama,1,30,15,"Creuser, Laver, Transporter, Traiter",5,"Laver, Transporter, Traiter",Or,0,1,0,Gallo,Autorités locales ou coutumières,aleatoire,Services de santé,an,,,groupe_arme,3R,mois,1,0,,0,0,,,,,,,,,,,,,,,,,,0,,0,etayement extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c4b,208,216,IPIS,IPIS - TetraTech 2019,cafmine00216,Zeze,2019/6/21,1,,POINT (14.94929 5.1278383333),14.94929,5.12783833,GPS,Nana-Mambéré,Abba,Abba,Kamama,2,30,10,"Creuser, Concasser, Laver, Transporter, Traiter",0,,Or,0,1,0,"Abba, Gallo",Services de l'environnement,aleatoire,,,,,groupe_arme,3R,semaine,1,1,,0,0,,,,,,,,,,,,,,,,,,0,,1,etayement extension chauffage,Conflit lié _ l__xploitation artisanale,Conflits entre propriétaires et exploitants,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c4c,209,217,IPIS,IPIS - TetraTech 2019,cafmine00217,Sah,2019/6/21,1,,POINT (14.9532416667 5.054815),14.95324167,5.054815,GPS,Nana-Mambéré,Abba,Abba,Kamama,2,30,6,"Creuser, Laver, Transporter, Traiter",5,"Laver, Transporter, Traiter",Or,0,1,0,Sagani,Autorités locales ou coutumières,aleatoire,,,,,groupe_arme,3R,mois,1,1,,,,,,,,,,,,,,,,,,,,,0,,0,etayement extension chauffage,,,5,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c4d,210,229,IPIS,IPIS - TetraTech 2019,cafmine00229,Ly Hononh,2019/6/21,1,,POINT (17.239745 6.1405933333),17.239745,6.14059333,GPS,Ouham,Bossangoa,Koro-M'poko,Willy,1,10,1,Traiter,0,,Or,0,1,0,"Bangui, Garoua Boulaï",Brigade minière (USAF),permanent,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Gendarmerie,1,etayement extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c4e,211,237,IPIS,IPIS - TetraTech 2019,cafmine00237,Dock Sala,2019/6/21,1,,POINT (17.2394183333 6.1221583333),17.23941833,6.12215833,GPS,Ouham,Bossangoa,Koro-M'poko,Willy,2,28,2,Laver,0,,Or,0,1,0,"Bangui, Garoua Boulaï",Administration des mines,aleatoire,Brigade minière (USAF),aleatoire,,,autodefense,Anti-balaka,,,,,,,,,,,,,,,,,,,,,,,,1,Gendarmerie,0,etayement extension chauffage,Conflit lié _ l__xploitation artisanale,"Conflits de limites, Conflits lié au vol",1,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c4f,212,289,IPIS,IPIS - TetraTech 2019,cafmine00289,Yémba,2019/6/21,1,,POINT (15.6884833333 5.0498666667),15.68848333,5.04986667,GPS,Nana-Mambéré,Abba,Nadziboro,Garka-Boutou,2,350,38,"Transporter, Autres activités",15,"Transporter, Autres activités",Diamant,1,0,0,Carnot,Services de santé,trois_mois,Autorités locales ou coutumières,aleatoire,,,autodefense,Anti-balaka,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension etayement,"Conflit lié _ l__xploitation artisanale, Conflit avec des acteurs extérieurs au site","Conflits concernant le partage des gains, Conflit entre assureurs et artisans, Conflits avec les autorités",0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c50,213,198,IPIS,IPIS - TetraTech 2019,cafmine00198,Mbombia,2019/6/22,1,,POINT (14.8018666667 5.6848116667),14.80186667,5.68481167,GPS,Nana-Mambéré,Baboua,Baboua,Yezo,3,80,28,"Creuser, Laver, Transporter, Traiter",12,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,"Galo, Cameroun",,,,,,,groupe_arme,3R,aleatoire,0,0,,1,,0,,,,,,,,,,,,,,,,,0,,1,extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c51,214,199,IPIS,IPIS - TetraTech 2019,cafmine00199,Ngbabéré 1,2019/6/22,1,,POINT (14.8136433333 5.6848866667),14.81364333,5.68488667,GPS,Nana-Mambéré,Baboua,Baboua,Yezo,2,20,9,"Creuser, Laver, Transporter, Traiter",7,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,"Galo, Cameroun",,,,,,,groupe_arme,3R,aleatoire,0,0,,1,,0,,,,,,,,,,,,,,,,,0,,1,extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c52,215,200,IPIS,IPIS - TetraTech 2019,cafmine00200,Ngbabere 2,2019/6/22,1,,POINT (14.8046266667 5.6917533333),14.80462667,5.69175333,GPS,Nana-Mambéré,Baboua,Baboua,Yezo,2,20,6,"Creuser, Laver, Transporter, Traiter",3,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,"Galo, Cameroun",,,,,,,groupe_arme,3R,aleatoire,0,0,,1,,0,,,,,,,,,,,,,,,,,0,,1,extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c53,216,206,IPIS,IPIS - TetraTech 2019,cafmine00206,Dock Sala,2019/6/22,1,,POINT (17.2428083333 6.12505),17.24280833,6.12505,GPS,Ouham,Bossangoa,Koro-M'poko,Willy,2,100,50,"Creuser, Creuser sous terre, Concasser, Laver, Transporter, Traiter",10,"Creuser, Laver, Traiter",Or,0,1,0,Garoua Boulaï,Administration des mines,aleatoire,Brigade minière (USAF),permanent,Autorités locales ou coutumières,aleatoire,autodefense,Anti-balaka,,,,,,,,,,,,,,,,,,,,,,,,1,Gendarmerie ,0,etayement extension chauffage,Conflit lié _ l__xploitation artisanale,"Conflits lié au vol, Litige de propriété entre chantiers sur le même site",1,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c54,217,218,IPIS,IPIS - TetraTech 2019,cafmine00218,Djorom Boumbeh,2019/6/22,1,,POINT (14.9581883333 5.0636166667),14.95818833,5.06361667,GPS,Nana-Mambéré,Abba,Abba,Kamama,2,58,28,"Creuser, Laver, Transporter, Traiter",10,"Laver, Transporter, Traiter","Diamant, Or",1,1,0,Sagani,Brigade minière (USAF),aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension chauffage,Conflit lié _ l__xploitation artisanale,Conflit entre assureurs et artisans,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c55,218,219,IPIS,IPIS - TetraTech 2019,cafmine00219,Gom,2019/6/22,1,,POINT (14.8631433333 5.23032),14.86314333,5.23032,GPS,Nana-Mambéré,Abba,Abba,Sagani,1,10,3,"Laver, Transporter, Traiter",0,,Or,0,1,0,Sagani,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,etayement extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c56,219,230,IPIS,IPIS - TetraTech 2019,cafmine00230,Dengue Yoho,2019/6/22,1,,POINT (17.2161266667 6.095355),17.21612667,6.095355,GPS,Ouham,Bossangoa,Koro-M'poko,Yoho,5,17,3,Laver,0,,"Or, Argent",0,1,1,"Bangui, Garoua Boulaï",Autorités locales ou coutumières,aleatoire,Brigade minière (USAF),permanent,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c57,220,283,IPIS,IPIS - TetraTech 2019,cafmine00283,Yiguiri,2019/6/22,1,,POINT (15.6425066667 5.0708583333),15.64250667,5.07085833,GPS,Nana-Mambéré,Abba,Nadziboro,Garka-Boutou,2,74,4,Autres activités,0,,Diamant,1,0,0,Carnot,Autorités locales ou coutumières,aleatoire,Services de santé,trois_mois,,,autodefense,Anti-balaka,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,Conflit lié _ l__xploitation artisanale,Conflits de limites,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c58,221,284,IPIS,IPIS - TetraTech 2019,cafmine00284,Mambéré Ndongué,2019/6/22,0,climat,POINT (15.5605083333 5.1278816667),15.56050833,5.12788167,GPS,Nana-Mambéré,Abba,Nadziboro,Ndongué,2,300,80,Autres activités,25,"Transporter, Autres activités",Diamant,1,0,0,Carnot,,,,,,,autodefense,Anti-balaka,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension etayement,Conflit lié _ l__xploitation artisanale,Conflit entre assureurs et artisans,5,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c59,222,234,IPIS,IPIS - TetraTech 2019,cafmine00234,Yoho,2019/6/23,1,,POINT (17.1980783333 6.1137133333),17.19807833,6.11371333,GPS,Ouham,Bossangoa,Koro-M'poko,Yoho,2,5,1,"Laver, Traiter",0,,Or,0,1,0,"Garoua Boulaï, Congo",Administration des mines,aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension etayement,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c5a,223,235,IPIS,IPIS - TetraTech 2019,cafmine00235,Yoho Nana,2019/6/23,1,,POINT (17.1678 6.1235016667),17.1678,6.12350167,GPS,Ouham,Bossangoa,Koro-M'poko,Ndo Kete,1,6,1,Traiter,0,,Or,0,1,0,"Bangui, Cameroun",Administration des mines,aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c5b,224,285,IPIS,IPIS - TetraTech 2019,cafmine00285,Sipi,2019/6/23,0,climat,POINT (15.5607466667 5.1278483333),15.56074667,5.12784833,GPS,Nana-Mambéré,Abba,Nadziboro,Ndongué,2,260,80,Transporter,20,"Transporter, Autres activités","Diamant, Or",1,1,0,Garoua Boulaï,,,,,,,autodefense,Anti-balaka,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension,"Conflit lié _ l__xploitation artisanale, Conflit avec des acteurs extérieurs au site","Conflit entre assureurs et artisans, Conflits avec les autorités",3,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c5c,225,207,IPIS,IPIS - TetraTech 2019,cafmine00207,Yong-Borè,2019/6/24,1,,POINT (14.6346383333 5.754745),14.63463833,5.754745,GPS,Nana-Mambéré,Baboua,Baboua,Deba,3,25,9,"Creuser, Laver, Transporter, Traiter",5,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,Garoua Boulaï,,,,,,,groupe_arme,3R,aleatoire,0,0,,1,0,,,,,,,,,,,,,,,,,,0,,1,extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c5d,226,220,IPIS,IPIS - TetraTech 2019,cafmine00220,Gom,2019/6/24,1,,POINT (14.90987 5.228655),14.90987,5.228655,GPS,Nana-Mambéré,Abba,Abba,Sagani,2,30,15,"Creuser, Laver, Transporter, Traiter",9,"Laver, Transporter, Traiter",Or,0,1,0,Sagani,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,etayement extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c5e,227,221,IPIS,IPIS - TetraTech 2019,cafmine00221,Gbepoka,2019/6/24,1,,POINT (15.00185 5.2113416667),15.00185,5.21134167,GPS,Nana-Mambéré,Abba,Abba,Nagbabo (dagbera),2,80,15,"Creuser, Laver, Transporter, Traiter",40,"Laver, Transporter, Traiter",Or,0,1,0,"Lamy, Abba",Autorités locales ou coutumières,aleatoire,,,,,groupe_arme,3R,semaine,1,0,,,,,,,,,,,,,,,,,,,,,0,,0,etayement extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c5f,228,261,IPIS,IPIS - TetraTech 2019,cafmine00261,Dapè,2019/6/24,1,,POINT (15.4660666667 5.0982883333),15.46606667,5.09828833,GPS,Nana-Mambéré,Abba,Nadziboro,Gbadian,3,30,0,,2,"Transporter, Autres activités",Diamant,1,0,0,Carnot,Administration des mines,an,Brigade minière (USAF),an,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension chauffage,"Conflit lié _ l__xploitation artisanale, Conflit avec des acteurs extérieurs au site","Conflit entre assureurs et artisans, Conflits avec les autorités",0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c60,229,262,IPIS,IPIS - TetraTech 2019,cafmine00262,Kolongo,2019/6/24,1,,POINT (15.492425 5.0594833333),15.492425,5.05948333,GPS,Nana-Mambéré,Abba,Nadziboro,Bouli,1,60,0,,0,,Diamant,1,0,0,Carnot,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension chauffage,,,1,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c61,230,263,IPIS,IPIS - TetraTech 2019,cafmine00263,Mambere Carrière,2019/6/24,1,,POINT (15.4845916667 5.0892283333),15.48459167,5.08922833,GPS,Nana-Mambéré,Abba,Nadziboro,Gbadian,1,45,10,"Transporter, Autres activités",5,"Transporter, Autres activités",Diamant,1,0,0,"Carnot, Abba",Autorités locales ou coutumières,an,Administration des mines,an,Brigade minière (USAF),an,autodefense,Anti-balaka,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension chauffage,"Conflit lié _ l__xploitation artisanale, Conflit avec des acteurs extérieurs au site","Conflit entre assureurs et artisans, Conflits avec les autorités, Conflits avec des groupes armés non-étatiques",1,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c62,231,286,IPIS,IPIS - TetraTech 2019,cafmine00286,Gbin-Mboussa,2019/6/24,1,,POINT (15.424519 5.136107),15.424519,5.136107,Approximation,Nana-Mambéré,Abba,Nadziboro,Abo,1,60,30,"Laver, Traiter",5,"Laver, Traiter","Diamant, Or",1,1,0,Carnot,Gendarmerie,aleatoire,,,,,autodefense,Anti-balaka,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c63,232,222,IPIS,IPIS - TetraTech 2019,cafmine00222,Zindi,2019/6/25,1,,POINT (14.988365 5.2337716667),14.988365,5.23377167,GPS,Nana-Mambéré,Abba,Abba,Nagbabo (dagbera),1,45,15,"Laver, Transporter, Traiter",10,"Laver, Transporter, Traiter",Or,0,1,0,Lamy,,,,,,,groupe_arme,3R,aleatoire,0,1,,0,0,,,,,,,,,,,,,,,,,,0,,0,etayement extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c64,233,223,IPIS,IPIS - TetraTech 2019,cafmine00223,Zuinguene,2019/6/25,1,,POINT (15.01718 5.2393466667),15.01718,5.23934667,GPS,Nana-Mambéré,Abba,Abba,Dagbera,2,50,20,"Creuser, Laver, Transporter, Traiter",5,"Creuser, Laver, Transporter, Traiter","Diamant, Or",1,1,0,Lamy,Autorités locales ou coutumières,aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,extension chauffage,Conflit lié _ l__xploitation artisanale,Conflit entre assureurs et artisans,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c65,234,231,IPIS,IPIS - TetraTech 2019,cafmine00231,Digoro,2019/6/25,1,,POINT (17.0555866667 6.5092666667),17.05558667,6.50926667,GPS,Ouham,Bossangoa,Ouham Bac,Gbouala,1,5,0,,0,,Or,0,1,0,"Bangui, Bossangoa, Mbai Mboum, Nigeria",,permanent,Administration des mines,aleatoire,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Mairie et douane,1,etayement extension,,,1,1
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c66,235,236,IPIS,IPIS - TetraTech 2019,cafmine00236,Willy,2019/6/25,1,,POINT (17.236845 6.123793),17.236845,6.123793,Approximation,Ouham,Bossangoa,Koro-M'poko,Willy,2,500,150,"Creuser, Creuser sous terre, Concasser, Laver, Transporter, Traiter, Mercure",20,"Creuser, Concasser, Laver, Traiter","Diamant, Or, Argent",1,1,1,"Garoua Boulaï, RDC, Ndjo",Administration des mines,aleatoire,Brigade minière (USAF),permanent,Autorités locales ou coutumières,permanent,autodefense,Anti-balaka,,,,,,,,,,,,,,,,,,,,,,,,1,Gendarmerie,1,etayement extension,Conflit lié _ l__xploitation artisanale,"Conflits de limites, Conflits concernant le partage des gains, Conflits entre propriétaires et exploitants",1,2
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c67,236,240,IPIS,IPIS - TetraTech 2019,cafmine00240,Kpemte,2019/6/25,1,,POINT (17.067505 6.5059416667),17.067505,6.50594167,GPS,Ouham,Bossangoa,Ouham Bac,Ouham Bac,1,25,1,"Creuser, Laver, Traiter",0,,"Or, Argent",0,1,1,"Bozoum, Bangui",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Mairie et douane,0,etayement extension,Conflit lié _ l__xploitation artisanale,"Conflits de limites, Conflits lié au vol",0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c68,237,264,IPIS,IPIS - TetraTech 2019,cafmine00264,Yaguelime,2019/6/25,1,,POINT (15.451649 5.107173),15.451649,5.107173,Approximation,Nana-Mambéré,Abba,Nadziboro,Gbadian,1,250,60,"Transporter, Traiter, Autres activités",70,"Creuser, Transporter",Diamant,1,0,0,"Abba, Carnot",Administration des mines,an,Brigade minière (USAF),an,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension chauffage,"Conflit lié _ l__xploitation artisanale, Conflit avec des sociétés minières","Conflits concernant le partage des gains, Litige de propriété du site avec d'autres activités, Conflit entre assureurs et artisans",3,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c69,238,265,IPIS,IPIS - TetraTech 2019,cafmine00265,Mambere,2019/6/25,1,,POINT (15.4034283333 5.144235),15.40342833,5.144235,GPS,Nana-Mambéré,Abba,Nadziboro,Nadziboro,2,150,40,"Transporter, Traiter",20,"Creuser, Traiter","Diamant, Or",1,1,0,Abba,Administration des mines,an,Brigade minière (USAF),an,,,autodefense,Anti-balaka,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension chauffage,Conflit lié _ l__xploitation artisanale,"Conflits concernant le partage des gains, Litige de propriété entre chantiers sur le même site, Conflit entre assureurs et artisans",0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c6a,239,287,IPIS,IPIS - TetraTech 2019,cafmine00287,Gbin-Mboussa 2,2019/6/25,1,,POINT (15.4277933333 5.1336433333),15.42779333,5.13364333,GPS,Nana-Mambéré,Abba,Nadziboro,Abo,5,350,130,"Transporter, Traiter",10,"Creuser, Traiter","Diamant, Or",1,1,0,Abba,Brigade minière (USAF),permanent,Gendarmerie,aleatoire,Administration des mines,trois_mois,autodefense,Anti-balaka,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,Conflit lié _ l__xploitation artisanale,"Conflits lié au vol, Conflits concernant le partage des gains",0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c6b,240,307,IPIS,IPIS - TetraTech 2019,cafmine00307,Zénguè,2019/6/25,1,,POINT (15.1010566667 5.35399),15.10105667,5.35399,GPS,Nana-Mambéré,Abba,Abba,Camp-Café,5,100,25,Laver,0,,"Diamant, Or",1,1,0,"Abba, Baboua, Garoua Boulaï",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,6,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c6c,241,308,IPIS,IPIS - TetraTech 2019,cafmine00308,Kouna-Gbabaza,2019/6/25,1,,POINT (15.0953866667 5.4199233333),15.09538667,5.41992333,GPS,Nana-Mambéré,Abba,Abba,Gbabaza,1,250,120,"Laver, Transporter",30,Laver,Or,0,1,0,"Abba, Baboua, Garoua Boulaï",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,9,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c6d,242,224,IPIS,IPIS - TetraTech 2019,cafmine00224,Zongo,2019/6/26,1,,POINT (15.0206133333 5.080115),15.02061333,5.080115,GPS,Nana-Mambéré,Abba,Abba,Kpetene,3,80,30,"Creuser, Laver, Transporter, Traiter",15,"Laver, Transporter, Traiter",Or,0,1,0,Lamy,Brigade minière (USAF),mois,Autorités locales ou coutumières,aleatoire,,,groupe_arme etatique,3R,semaine,1,1,,,,,,,,,,,,,,,,,,,,,1,FACA,1,extension chauffage etayement,Conflit lié _ l__xploitation artisanale,"Conflits de limites, Conflits lié au vol, Conflits entre propriétaires et exploitants",5,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c6e,243,225,IPIS,IPIS - TetraTech 2019,cafmine00225,Zongo 2,2019/6/26,1,,POINT (15.020375 5.076575),15.020375,5.076575,GPS,Nana-Mambéré,Abba,Abba,Kpéténé,1,50,18,"Laver, Transporter, Traiter",10,"Laver, Transporter, Traiter",Or,0,1,0,Béloko,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,etayement extension chauffage,,,6,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c6f,244,226,IPIS,IPIS - TetraTech 2019,cafmine00226,Gbaragbosse,2019/6/26,1,,POINT (15.083285 5.0973716667),15.083285,5.09737167,GPS,Nana-Mambéré,Abba,Abba,Kpetene,1,32,15,"Laver, Transporter, Traiter",0,,Or,0,1,0,Kpetene,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c70,245,227,IPIS,IPIS - TetraTech 2019,cafmine00227,Medy,2019/6/26,1,,POINT (15.0291616667 5.1820266667),15.02916167,5.18202667,GPS,Nana-Mambéré,Abba,Abba,Lamy,3,150,30,"Laver, Transporter, Traiter",0,,Or,0,1,0,Lamy,Brigade minière (USAF),mois,Services de santé,aleatoire,Autorités locales ou coutumières,permanent,groupe_arme,3R,semaine,1,1,,0,0,,,,,,,,,,,,,,,,,,0,,0,extension chauffage etayement,Conflit lié _ l__xploitation artisanale,"Conflits de limites, Conflits entre propriétaires et exploitants",0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c71,246,232,IPIS,IPIS - TetraTech 2019,cafmine00232,Nougawa,2019/6/26,1,,POINT (16.93591 6.447725),16.93591,6.447725,GPS,Ouham,Bossangoa,Ouham Bac,Bowe,1,15,9,"Creuser, Laver, Traiter",0,,Or,0,1,0,Bozoum,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Mairie et douane,1,etayement extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c72,247,233,IPIS,IPIS - TetraTech 2019,cafmine00233,Maetara,2019/6/26,1,,POINT (17.063885 6.4877283333),17.063885,6.48772833,GPS,Ouham,Bossangoa,Ouham Bac,Maetara,1,17,3,Laver,2,"Laver, Traiter",Or,0,1,0,"Bozoum, Bowe",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Mairie et douane,1,0,,,0,1
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4c73,248,252,IPIS,IPIS - TetraTech 2019,cafmine00252,Koh Kara,2019/6/26,1,,POINT (17.0672683333 6.52146),17.06726833,6.52146,GPS,Ouham,Bossangoa,Ouham Bac,Ouham Bac,1,100,70,"Creuser, Creuser sous terre, Laver, Transporter, Traiter",10,"Creuser, Laver, Traiter","Or, Argent",0,1,1,Bozoum,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, Mairie",1,extension etayement,Conflit lié _ l__xploitation artisanale,"Litige de propriété entre chantiers sur le même site, Conflits entre propriétaires et exploitants",0,0
